ram,ssd,weight,screen,price
8,256,1.4,11.6,905
8,64,2.0,12.1,785
32,128,2.4,15.6,1505
16,512,1.7,12.5,1200
4,1024,2.4,15.6,1425
16,512,1.7,12.1,1075
4,128,1.9,13.4,710
64,2048,2.9,17.3,3030
12,2048,2.1,15.6,2290
12,2048,2.6,11.6,2155
12,64,2.0,14.0,850
16,128,1.7,15.6,960
32,2048,2.2,14.0,2465
16,256,1.6,13.4,910
8,128,1.9,15.6,910
12,2048,2.2,17.3,2345
8,256,2.1,16.0,1200
8,1024,2.0,15.6,1595
64,128,2.5,12.5,1985
12,256,1.8,15.6,1120
8,128,1.8,13.3,895
64,128,2.6,17.3,2215
64,1024,2.9,14.0,2670
16,2048,2.0,14.0,1940
16,128,2.1,12.1,920
8,512,1.6,13.3,1115
4,128,1.5,13.4,685
16,64,1.8,16.0,1240
16,128,2.1,13.4,910
64,64,2.6,13.4,1770
64,128,2.1,13.3,1960
64,1024,2.3,11.6,2835
4,256,2.2,13.3,855
4,512,2.3,12.5,895
12,1024,2.4,13.4,1400
32,64,2.1,13.4,1310
4,64,2.3,16.0,930
8,2048,2.0,11.6,1740
32,256,1.8,13.4,1675
8,2048,2.3,12.5,2030
64,2048,3.0,16.0,3615
16,256,2.2,17.3,1300
16,2048,2.3,14.0,2325
16,1024,2.2,12.1,1710
32,2048,2.5,15.6,2655
32,256,2.3,13.3,1455
32,2048,2.9,13.4,2420
4,1024,2.1,16.0,1480
32,2048,2.7,15.6,2805
4,256,1.8,17.3,1125
4,128,2.0,12.5,755
16,64,1.9,13.4,885
4,2048,2.3,15.6,1830
8,128,2.3,16.0,945
12,1024,2.1,11.6,1395
16,2048,2.7,13.4,2320
8,256,2.3,13.4,945
4,256,1.6,11.6,780
64,2048,2.8,13.4,3260
64,256,2.6,10.1,2060
64,2048,2.5,13.4,2870
8,64,2.1,13.4,685
4,64,2.3,17.3,965
4,1024,1.8,10.1,1450
4,256,1.9,17.3,1195
8,2048,2.7,16.0,2105
16,256,2.2,13.3,985
4,1024,1.6,12.1,1305
32,64,2.1,14.0,1600
16,512,1.6,13.3,1005
16,256,2.2,15.6,1025
4,1024,2.4,17.3,1720
64,1024,2.1,10.1,2765
12,128,2.1,14.0,865
64,64,2.0,12.5,1965
16,64,1.6,13.4,960
16,64,2.0,12.5,815
8,2048,1.8,11.6,1935
12,64,2.1,13.3,845
8,1024,2.2,16.0,1765
12,1024,2.5,13.3,1590
12,2048,2.0,10.1,1835
64,2048,2.4,10.1,2980
12,256,2.1,15.6,880
32,64,1.9,11.6,1495
4,256,1.7,17.3,1040
12,512,2.2,13.3,1045
16,2048,2.3,16.0,2605
12,1024,2.2,12.1,1435
16,64,1.7,12.5,950
64,512,2.6,14.0,2035
16,512,1.6,12.5,975
8,512,2.1,13.3,925
4,128,2.4,17.3,920
12,2048,2.2,14.0,1865
8,1024,1.8,12.5,1595
64,1024,2.8,10.1,2665
16,512,1.9,13.4,1110
12,128,2.1,14.0,975
8,1024,2.2,15.6,1425
12,256,1.8,10.1,800
12,512,2.0,11.6,950
8,512,1.7,12.5,860
32,1024,2.6,13.3,2350
8,128,1.9,12.5,865
12,1024,2.2,10.1,1580
12,128,1.8,11.6,725
32,128,1.9,16.0,1905
16,512,1.8,12.5,1125
8,2048,2.5,15.6,2295
4,1024,1.8,12.5,1215
64,2048,2.7,11.6,3020
32,128,2.3,13.3,1620
8,2048,1.9,11.6,1805
16,2048,2.6,14.0,2275
64,512,2.7,11.6,2015
12,2048,2.0,13.4,2220
64,256,2.2,12.1,1940
12,256,1.7,12.5,930
4,2048,1.9,13.3,1725
16,128,2.3,13.3,875
12,256,2.2,11.6,825
64,256,2.0,11.6,1975
4,128,1.5,12.1,735
12,512,1.7,12.5,935
4,128,1.5,13.3,720
16,512,2.4,15.6,1120
64,256,2.7,10.1,1875
8,256,2.2,12.5,915
64,128,2.5,15.6,1810
4,64,1.5,11.6,585
64,256,2.5,12.1,1940
16,256,1.9,13.3,1090
64,128,2.5,12.5,1985
64,2048,2.5,10.1,2765
32,2048,2.1,10.1,2775
32,64,2.4,16.0,1505
12,1024,2.4,15.6,1425
16,2048,2.1,15.6,2040
32,64,2.0,10.1,1365
32,128,2.0,12.5,1630
64,128,2.1,12.1,1880
4,128,2.0,15.6,890
4,1024,1.7,13.3,1315
16,2048,2.2,16.0,2350
64,64,2.8,12.5,1755
8,256,1.7,12.5,755
64,64,1.9,10.1,1805
4,2048,2.3,15.6,1775
8,512,1.7,10.1,885
12,1024,1.9,15.6,1515
16,512,1.8,13.3,1190
16,64,1.7,11.6,825
12,1024,2.1,13.4,1595
12,256,2.1,14.0,1015
12,1024,1.9,12.1,1330
64,2048,2.9,11.6,3200
4,2048,2.4,17.3,2345
16,512,2.2,15.6,1275
32,2048,2.2,14.0,2665
32,64,2.3,11.6,1435
64,256,2.6,13.3,1805
4,512,2.0,10.1,820
4,256,1.9,14.0,905
12,512,2.5,17.3,1445
4,1024,2.3,11.6,1345
32,256,2.1,16.0,1965
12,256,1.9,13.3,890
32,256,2.0,13.3,1710
8,512,2.0,12.5,935
32,64,2.1,13.4,1390
32,256,1.8,14.0,1385
64,256,2.4,13.3,1975
16,1024,2.1,12.5,1585
32,128,2.3,13.3,1520
16,64,2.3,13.3,885
64,128,2.0,12.1,2090
4,1024,1.7,13.3,1390
8,1024,2.4,15.6,1505
8,128,2.0,12.1,710
16,256,1.9,12.5,930
16,64,1.8,12.1,915
4,1024,2.4,16.0,1810
4,64,1.8,11.6,705
32,256,2.3,12.5,1550
16,1024,2.1,12.1,1510
4,512,1.6,12.5,940
64,128,2.7,12.1,2115
4,2048,1.9,13.4,2075
32,512,1.7,10.1,1535
32,256,2.3,12.1,1450
32,64,1.8,15.6,1500
32,512,2.4,14.0,1520
12,64,1.9,16.0,1075
64,2048,3.0,13.4,3350
8,64,1.7,11.6,690
12,512,2.1,14.0,1105
16,512,1.9,12.5,1190
12,512,1.7,12.5,1090
8,2048,2.6,15.6,1960
16,64,1.6,14.0,925
16,128,2.4,14.0,910
32,2048,2.3,12.5,2765
32,128,2.1,10.1,1235
12,2048,2.4,12.5,2190
12,512,2.5,17.3,1365
16,64,2.2,13.4,980
12,512,1.8,17.3,1420
12,1024,2.0,16.0,1660
16,256,1.9,12.5,1025
4,128,1.8,13.4,750
32,1024,2.2,13.3,2075
64,128,2.8,15.6,2115
12,128,1.6,10.1,735
64,512,2.5,15.6,2350
16,64,2.2,17.3,1260
32,512,2.3,15.6,1705
32,2048,2.6,16.0,3195
64,128,2.5,10.1,1745
16,128,1.5,12.1,890
64,2048,2.9,16.0,3150
64,256,2.3,12.1,1940
64,256,2.4,17.3,2105
12,64,2.2,12.1,810
16,256,1.9,15.6,1170
16,256,2.0,12.1,940
32,1024,2.3,13.4,2095
8,128,1.5,13.4,785
4,256,1.9,16.0,1135
64,512,2.4,13.3,2430
32,1024,1.9,12.1,2180
8,128,2.2,15.6,980
4,256,1.8,14.0,730
64,512,2.2,15.6,2360
32,64,2.1,13.4,1400
64,128,2.6,16.0,2405
12,256,1.6,11.6,980
12,1024,2.4,12.1,1650
4,1024,1.6,12.5,1510
12,1024,2.1,14.0,1635
8,64,1.8,13.4,855
32,1024,2.7,13.3,2265
64,2048,2.5,13.4,3380
12,64,1.8,16.0,1135
64,1024,2.6,14.0,2635
8,128,1.9,11.6,770
4,256,2.0,16.0,940
12,2048,2.3,11.6,1830
32,1024,2.2,13.3,2330
4,1024,2.0,14.0,1480
64,512,2.7,12.1,2135
32,2048,2.6,11.6,2835
64,512,2.2,13.4,1945
8,512,2.2,15.6,1195
16,128,2.4,17.3,1235
32,1024,2.0,12.5,2180
8,2048,2.6,11.6,2160
64,2048,3.0,11.6,2875
8,1024,2.2,13.4,1320
8,256,1.5,10.1,680
32,64,1.8,11.6,1455
4,256,2.1,10.1,690
8,1024,2.1,12.5,1385
16,2048,2.3,13.3,1860
32,2048,2.5,11.6,2690
4,64,1.7,12.1,605
16,512,2.4,17.3,1355
4,1024,2.3,11.6,1205
64,2048,2.6,13.3,2865
32,64,2.3,11.6,1550
8,256,1.6,13.3,940
12,512,2.3,12.5,1045
16,64,2.2,13.3,910
64,256,2.5,13.4,1805
16,64,1.6,12.5,815
12,2048,2.2,15.6,1935
12,256,2.3,16.0,1060
4,2048,2.3,14.0,1990
32,2048,2.9,14.0,2735
16,64,2.2,12.5,845
16,1024,2.4,12.1,1720
12,1024,2.0,12.5,1365
32,1024,2.6,15.6,2375
64,256,2.2,12.1,1835
64,1024,2.4,15.6,2520
16,1024,2.2,13.3,1395
64,128,2.5,13.3,1765
32,512,2.6,17.3,1825
4,512,1.8,14.0,935
16,2048,2.0,12.1,2315
4,1024,2.3,17.3,1865
16,512,1.8,15.6,1060
32,128,2.5,16.0,1850
16,512,1.7,12.5,1115
16,1024,1.8,14.0,1420
12,128,2.2,12.5,910
32,64,1.9,15.6,1350
32,512,2.3,13.3,1845
16,128,2.1,14.0,870
16,1024,2.1,12.5,1545
4,256,2.0,13.4,815
32,128,2.3,12.1,1330
12,1024,2.1,13.3,1655
16,256,1.8,12.1,900
64,1024,2.2,11.6,2685
8,128,1.5,13.4,745
16,1024,2.0,13.4,1775
32,2048,2.1,14.0,2440
8,2048,2.4,10.1,1790
4,1024,1.7,13.3,1505
4,2048,2.4,13.4,2120
8,1024,2.4,14.0,1515
16,512,2.2,13.4,1180
32,64,1.7,11.6,1270
32,1024,2.5,12.5,1865
32,1024,1.9,13.3,2010
64,256,2.6,17.3,2045
16,256,1.6,14.0,1125
4,1024,2.1,13.3,1265
32,2048,2.3,13.3,2655
16,256,2.2,13.3,935
32,128,1.8,10.1,1315
4,512,1.6,11.6,810
32,128,2.3,11.6,1530
4,1024,1.8,12.1,1415
12,128,1.8,12.5,885
8,64,2.3,15.6,800
4,512,2.2,16.0,1240
8,512,2.0,15.6,1140
16,64,1.9,14.0,960
32,128,2.0,13.3,1505
64,512,2.7,13.3,2155
16,64,2.3,15.6,910
16,1024,2.4,13.3,1650
32,128,2.3,13.3,1485
8,1024,2.1,13.4,1570
16,256,2.0,12.1,840
12,1024,2.0,14.0,1665
4,512,1.8,14.0,945
4,1024,1.9,13.4,1575
32,64,2.1,17.3,1765
32,128,1.9,13.3,1590
64,2048,2.8,14.0,2910
8,256,1.8,12.5,755
8,1024,1.9,10.1,1385
4,256,1.7,13.3,745
64,128,2.5,17.3,2415
32,2048,2.8,14.0,2855
8,2048,2.3,16.0,1990
4,128,1.6,13.4,735
4,256,1.9,16.0,935
16,512,1.6,10.1,975
16,256,1.8,12.5,850
8,128,2.3,17.3,1180
4,1024,1.7,11.6,1440
4,2048,2.1,13.3,1880
32,512,2.1,17.3,1885
12,128,1.9,12.1,790
4,128,2.4,17.3,1035
16,64,1.6,13.3,815
12,1024,1.9,14.0,1490
4,64,1.7,17.3,925
16,2048,2.5,14.0,2345
32,256,2.1,15.6,1720
16,64,2.1,11.6,785
12,64,2.0,12.5,830
8,64,1.7,13.3,745
64,256,2.6,17.3,2320
64,128,2.5,17.3,2015
4,128,1.5,13.4,785
32,1024,2.1,10.1,2185
4,2048,2.2,13.4,1850
16,256,1.7,13.4,1095
64,2048,2.9,11.6,2990
8,512,1.6,12.1,980
64,64,2.8,13.3,1725
32,2048,3.0,16.0,2900
16,1024,2.4,16.0,1795
16,128,1.9,14.0,845
12,1024,2.2,10.1,1395
8,64,2.2,13.3,725
16,1024,2.4,13.4,1585
32,2048,2.7,17.3,2930
12,2048,2.2,12.5,1890
32,1024,2.7,13.3,2355
16,512,1.8,13.4,1000
16,64,2.1,17.3,1065
8,2048,1.9,14.0,1870
4,256,2.0,12.1,840
8,64,1.3,10.1,660
4,128,2.1,12.1,785
12,512,2.2,13.3,1155
12,512,1.5,10.1,905
12,256,2.4,16.0,1205
64,128,2.7,12.5,1790
64,128,2.0,12.1,2075
64,512,2.8,12.1,2370
16,64,2.1,12.1,850
32,1024,2.5,13.4,2025
64,1024,2.5,14.0,2805
64,1024,2.7,12.5,2320
12,256,2.1,12.1,965
4,512,1.9,13.3,900
4,512,2.3,16.0,1290
4,512,1.8,13.4,835
4,256,1.8,17.3,1155
32,2048,2.1,11.6,2815
64,1024,2.6,16.0,2725
32,256,2.5,17.3,1740
4,128,2.1,17.3,950
64,2048,3.0,16.0,3305
64,1024,2.4,11.6,2535
12,256,2.0,12.5,980
64,64,2.2,11.6,2085
64,128,1.9,10.1,1905
12,256,1.6,13.3,910
8,1024,2.1,17.3,1675
12,128,1.9,12.1,890
16,512,2.0,14.0,1070
64,64,2.0,10.1,1715
4,128,1.6,13.4,680
4,256,2.2,13.4,810
4,512,1.5,10.1,845
8,512,1.9,12.5,950
64,1024,2.4,16.0,2775
8,512,1.9,14.0,1070
4,512,1.7,17.3,1290
32,256,2.4,13.3,1410
64,1024,2.3,14.0,2410
16,64,2.1,10.1,730
8,128,1.8,10.1,765
16,2048,2.3,12.5,1990
16,512,1.8,13.4,1140
32,256,2.3,12.5,1350
64,1024,2.9,14.0,2555
8,1024,1.9,10.1,1345
32,64,2.5,15.6,1425
16,2048,2.0,13.3,2130
64,1024,2.8,13.4,2890
8,128,1.9,15.6,825
64,512,2.4,14.0,2000
16,256,1.9,17.3,1400
12,128,1.9,12.5,825
32,64,2.3,16.0,1875
16,128,2.3,13.3,835
12,256,1.8,16.0,1090
12,128,1.9,13.3,770
16,512,2.3,10.1,940
4,128,1.9,12.5,665
64,256,2.3,11.6,2135
16,64,2.2,16.0,1255
16,256,1.6,12.5,850
4,1024,1.8,15.6,1555
12,256,2.0,12.5,850
32,128,2.2,13.4,1330
8,1024,1.7,12.1,1450
4,2048,2.5,12.1,1730
16,64,1.7,13.4,820
8,128,1.5,13.4,755
4,128,1.8,16.0,995
32,64,1.9,13.4,1625
12,256,1.8,16.0,1260
64,512,2.5,15.6,2290
16,1024,2.6,17.3,1695
12,256,2.1,17.3,1275
4,2048,2.6,15.6,2090
8,512,1.6,13.4,1090
12,2048,2.6,14.0,2215
32,2048,2.8,13.3,2970
16,128,1.8,12.1,975
64,512,2.3,13.3,2425
32,64,2.2,17.3,1540
64,512,2.9,14.0,2390
64,256,2.5,16.0,2110
12,512,1.9,11.6,1110
16,128,2.3,12.5,835
32,1024,2.4,14.0,2420
4,256,1.6,13.4,875
32,128,1.8,13.4,1555
64,2048,3.0,12.1,3285
32,512,2.4,15.6,1840
8,64,1.5,13.4,775
8,2048,2.7,17.3,2290
4,64,1.7,12.1,615
4,512,2.3,17.3,1340
32,128,2.3,13.4,1635
64,256,2.7,12.1,1880
8,256,2.0,17.3,1175
32,2048,2.8,12.5,2920
12,512,2.1,10.1,920
32,128,2.3,14.0,1380
8,256,1.6,13.4,920
4,64,2.0,13.4,690
32,256,1.9,11.6,1430
16,64,2.4,17.3,1185
64,256,2.8,17.3,2085
4,512,2.1,14.0,925
8,256,1.8,14.0,865
12,1024,2.4,15.6,1445
12,128,1.7,15.6,1030
4,128,1.7,11.6,765
4,128,1.6,10.1,655
12,2048,2.4,12.5,1870
4,256,1.6,14.0,760
12,128,1.8,10.1,835
12,1024,2.2,12.5,1490
8,1024,2.0,12.5,1450
12,2048,2.3,10.1,1850
8,2048,1.8,11.6,1860
32,512,2.3,10.1,1760
8,256,2.4,16.0,1040
8,512,1.8,12.5,1035
16,64,1.9,12.1,950
64,1024,3.0,17.3,2580
4,2048,1.8,12.1,1785
12,256,2.0,10.1,770
4,128,1.7,11.6,665
64,1024,2.4,10.1,2470
64,64,2.1,10.1,1715
16,128,2.2,14.0,930
4,1024,2.2,12.5,1410
32,64,2.4,16.0,1710
16,128,2.0,15.6,925
64,256,2.4,17.3,2430
64,1024,3.0,17.3,3205
32,64,2.3,13.3,1285
4,1024,2.0,13.3,1250
4,2048,2.4,15.6,2125
32,1024,2.5,12.1,1975
12,512,2.1,14.0,1030
32,256,2.2,11.6,1445
16,64,1.8,13.4,905
16,2048,2.5,13.4,1960
12,1024,1.7,12.5,1635
64,128,2.4,13.4,1945
32,64,1.9,14.0,1435
16,512,2.2,11.6,1065
12,512,2.3,12.5,1060
64,256,2.5,17.3,2535
8,64,1.8,17.3,1030
16,256,2.3,14.0,1050
12,64,2.3,15.6,830
12,64,2.0,17.3,1165
12,2048,2.1,12.1,1855
4,256,1.8,11.6,780
16,2048,2.5,13.4,2300
4,128,2.1,14.0,820
4,64,2.0,13.3,775
32,128,2.0,16.0,1860
32,2048,2.8,13.3,2350
16,256,2.1,14.0,950
16,64,2.0,11.6,925
12,64,1.8,13.4,840
32,512,2.3,13.4,1625
16,512,2.5,16.0,1280
12,128,2.2,13.4,900
16,64,2.1,17.3,1110
64,64,2.3,15.6,2010
64,512,2.5,10.1,2095
8,512,2.0,12.1,965
12,2048,2.1,14.0,1940
8,1024,2.3,17.3,1925
16,1024,2.4,12.5,1405
4,128,2.4,17.3,925
4,128,1.9,14.0,750
8,128,1.9,12.5,810
32,64,2.6,15.6,1345
4,128,2.2,16.0,1065
64,1024,2.4,12.1,2735
32,2048,2.2,11.6,2565
64,2048,2.7,16.0,3525
12,64,1.6,16.0,1085
16,256,2.3,13.3,950
16,256,2.4,16.0,1370
32,256,2.1,13.3,1450
4,512,1.6,13.3,905
12,1024,1.8,12.1,1665
4,1024,2.0,14.0,1470
32,128,2.3,15.6,1395
64,1024,3.0,15.6,2510
64,128,2.6,13.4,2110
4,1024,2.3,14.0,1520
8,1024,1.6,12.5,1475
8,128,1.5,12.1,725
4,64,2.1,11.6,730
16,128,2.3,17.3,1320
16,1024,2.6,15.6,1790
4,256,2.0,13.3,735
4,256,1.8,10.1,700
4,512,1.9,16.0,1290
8,2048,2.5,13.4,2205
32,1024,2.2,17.3,2450
16,512,2.4,16.0,1475
16,512,2.3,17.3,1430
4,512,1.6,11.6,870
4,512,1.6,12.5,925
64,512,2.4,16.0,2615
8,2048,1.9,12.5,2025
4,256,1.7,16.0,930
12,256,2.0,16.0,1070
8,2048,2.2,13.4,2100
32,2048,2.2,12.1,2465
12,2048,2.4,15.6,2310
32,1024,2.3,14.0,1980
16,128,1.5,10.1,900
32,128,2.3,16.0,1655
12,512,1.9,16.0,1155
16,256,2.3,17.3,1155
8,64,1.8,11.6,670
64,1024,2.2,12.5,2830
16,256,2.1,16.0,1220
8,1024,2.0,16.0,1690
16,1024,2.1,10.1,1425
16,64,1.6,10.1,815
64,128,2.7,15.6,1980
4,256,1.9,17.3,985
8,64,2.2,13.4,815
12,128,2.0,14.0,785
16,128,2.3,12.5,865
4,128,1.6,12.1,790
4,512,1.4,10.1,940
4,256,2.3,15.6,945
12,512,2.2,15.6,1105
4,2048,2.2,13.3,2135
12,128,2.0,17.3,1165
12,2048,2.4,14.0,1915
12,2048,2.2,17.3,2425
12,64,2.2,14.0,935
16,128,2.1,14.0,955
12,256,2.3,15.6,1080
16,512,2.3,10.1,1145
12,512,2.4,14.0,1070
32,2048,2.6,14.0,2795
8,128,1.7,11.6,765
12,2048,2.1,15.6,2055
12,256,2.1,11.6,910
16,128,2.2,12.1,910
64,64,2.1,14.0,1995
64,2048,3.0,15.6,3505
4,128,1.6,13.4,755
16,1024,2.4,17.3,1760
4,2048,2.2,14.0,2120
16,256,1.6,11.6,875
4,1024,1.9,17.3,1830
4,256,1.9,13.3,720
64,128,2.5,11.6,1815
64,256,2.2,11.6,1815
16,1024,2.2,10.1,1360
8,128,1.5,13.4,860
4,512,2.3,17.3,1140
16,64,2.0,10.1,740
64,64,2.3,16.0,2125
12,1024,2.5,13.4,1530
4,64,2.1,13.3,780
16,512,2.6,17.3,1330
4,64,1.6,12.5,645
4,64,2.0,15.6,815
32,128,2.2,15.6,1535
4,256,2.1,14.0,775
64,128,2.2,10.1,1910
8,2048,2.0,13.4,1830
64,128,2.0,12.1,1890
12,256,2.2,12.5,1005
8,1024,2.3,17.3,1545
4,128,1.5,11.6,720
8,512,2.0,10.1,880
4,512,1.6,13.4,905
64,512,2.8,17.3,2720
64,64,2.5,12.1,1760
16,128,1.7,16.0,1155
64,512,2.9,16.0,2495
16,64,2.3,14.0,840
64,512,3.0,17.3,2235
12,512,1.8,12.5,1095
8,2048,2.3,17.3,2140
64,128,2.3,14.0,1765
8,64,1.9,12.5,715
16,2048,2.3,11.6,1895
8,2048,2.3,13.4,2210
8,2048,2.5,16.0,2135
32,128,2.1,16.0,1885
16,512,2.1,13.4,1010
64,2048,2.9,14.0,3525
8,512,1.6,13.4,910
12,64,2.1,13.4,915
4,1024,2.2,14.0,1585
32,2048,2.2,13.3,2435
4,1024,2.0,17.3,1860
64,256,2.0,10.1,1715
64,512,2.8,17.3,2310
64,512,2.1,10.1,2235
32,128,2.5,15.6,1500
16,512,2.3,13.4,1230
4,2048,2.5,13.4,1990
64,64,2.6,12.5,2120
4,256,1.8,16.0,1005
32,512,2.2,15.6,1795
64,1024,2.6,14.0,2505
8,512,1.8,13.4,955
16,256,2.3,17.3,1155
32,64,2.4,15.6,1435
16,128,1.6,11.6,865
4,256,2.1,11.6,690
12,128,1.7,14.0,850
64,1024,2.9,16.0,2925
32,256,2.5,13.4,1535
4,1024,1.9,16.0,1690
12,2048,2.4,13.3,2255
12,64,1.7,15.6,820
16,2048,2.3,12.5,2195
64,512,2.8,12.1,2090
8,64,1.5,12.1,675
32,256,2.3,13.3,1495
12,128,1.5,10.1,800
32,64,2.4,12.5,1430
32,1024,2.0,11.6,1990
4,64,2.2,14.0,780
16,256,1.7,13.3,1040
4,64,1.8,10.1,600
16,2048,2.4,14.0,2095
32,1024,2.6,15.6,2180
4,1024,2.3,17.3,1530
16,128,1.7,13.4,875
32,2048,2.7,13.4,2870
32,512,2.2,16.0,1685
32,64,1.8,12.5,1390
64,512,2.5,12.5,2120
12,256,1.7,10.1,815
4,1024,2.3,14.0,1385
64,1024,2.9,17.3,2785
12,2048,2.3,12.1,2015
4,64,1.5,12.5,690
64,512,2.3,11.6,1935
32,256,2.2,13.3,1525
16,256,1.9,10.1,830
8,512,2.1,16.0,1230
12,2048,2.4,12.5,1795
12,64,2.1,16.0,1010
12,1024,1.9,15.6,1655
12,256,1.8,10.1,915
16,512,1.9,17.3,1450
8,256,1.9,10.1,825
16,64,2.2,13.3,905
4,1024,2.1,16.0,1795
8,512,2.0,17.3,1250
12,256,1.7,12.5,805
4,256,2.1,11.6,670
64,1024,2.6,12.1,2365
32,64,1.7,10.1,1435
16,512,1.7,14.0,1270
8,1024,1.9,15.6,1580
32,512,2.1,10.1,1605
4,2048,2.3,12.5,1995
64,256,2.7,17.3,2375
4,2048,2.1,15.6,1900
16,128,2.5,17.3,1170
12,1024,2.4,13.4,1525
12,64,2.1,14.0,900
4,64,1.5,10.1,670
16,2048,2.2,10.1,1850
32,64,1.7,12.5,1480
32,512,2.0,17.3,1735
32,64,2.4,16.0,1785
8,128,2.3,17.3,1150
32,2048,2.2,15.6,3020
64,128,2.7,12.5,2070
32,64,2.5,17.3,1565
64,256,2.7,13.4,2125
16,64,1.8,17.3,1240
64,512,2.5,13.3,2430
64,2048,2.7,13.4,2815
4,128,2.0,15.6,885
12,128,1.5,12.1,920
64,2048,2.7,12.1,2985
8,64,1.9,14.0,815
32,2048,2.5,12.5,2375
32,64,2.4,17.3,1855
32,128,2.2,15.6,1655
12,128,1.7,16.0,1180
4,2048,2.5,14.0,2130
4,256,1.4,10.1,740
16,64,1.8,16.0,1025
8,1024,1.7,13.4,1630
64,64,2.5,12.1,1980
4,512,1.8,13.3,830
16,2048,1.9,11.6,2265
16,64,2.0,14.0,965
64,64,2.5,14.0,1805
8,512,1.4,10.1,805
8,512,2.0,13.3,890
16,64,2.2,12.5,940
32,2048,2.4,13.3,2750
64,512,2.1,13.4,2120
16,1024,1.7,12.1,1495
32,64,2.4,16.0,1555
4,2048,1.9,12.5,1950
32,2048,2.8,13.4,2840
4,64,1.8,11.6,730
32,512,2.2,17.3,1720
8,256,1.7,14.0,980
16,64,2.0,14.0,945
12,2048,2.0,11.6,1945
12,2048,2.1,13.4,2190
16,512,1.5,10.1,940
32,512,2.5,15.6,1640
16,64,1.6,12.1,860
12,1024,2.5,14.0,1495
12,1024,2.0,17.3,1625
32,2048,2.4,17.3,3280
12,128,2.3,16.0,1135
16,64,1.5,10.1,780
16,256,1.7,15.6,1105
64,1024,2.3,11.6,2515
32,128,1.9,15.6,1465
12,128,2.1,10.1,730
8,128,2.3,14.0,765
16,2048,2.7,16.0,2065
64,512,2.3,10.1,2285
16,2048,2.6,13.4,2045
32,128,2.1,12.1,1450
4,256,1.9,17.3,1045
12,512,1.5,11.6,1065
4,512,1.8,16.0,1055
64,1024,2.9,16.0,2875
12,1024,2.3,17.3,2020
32,128,1.8,12.5,1385
32,128,2.5,17.3,1700
12,1024,2.3,13.3,1435
8,1024,1.7,12.1,1560
8,64,1.8,13.4,785
4,2048,2.8,17.3,2005
32,2048,2.9,17.3,2675
64,512,2.5,13.4,2065
8,256,2.0,16.0,1015
12,2048,2.3,12.5,1815
64,64,2.5,13.4,1935
4,128,1.5,13.4,665
8,2048,2.2,16.0,2375
64,2048,2.5,13.4,3400
12,128,1.8,12.5,770
32,512,2.2,15.6,1615
32,256,2.4,12.1,1515
8,128,1.8,13.3,705
64,512,2.6,17.3,2345
8,128,2.1,13.3,715
64,512,2.7,10.1,2095
4,512,2.2,12.5,965
64,512,3.0,16.0,2450
8,2048,2.0,10.1,1840
4,1024,2.4,13.3,1260
8,64,2.4,17.3,940
16,64,2.1,11.6,755
64,128,2.7,16.0,2060
64,2048,2.6,16.0,3405
16,64,2.1,15.6,1080
4,512,1.6,12.1,805
64,512,2.3,11.6,1865
12,256,2.2,14.0,1055
8,64,1.7,15.6,815
12,2048,2.6,16.0,2475
16,512,2.0,12.5,1035
12,2048,2.7,17.3,2505
16,1024,2.1,17.3,1970
16,2048,2.6,11.6,2305
16,64,1.9,15.6,910
8,2048,2.5,15.6,1945
16,256,1.6,12.1,1060
12,128,2.2,12.1,780
32,128,1.8,11.6,1555
4,1024,2.2,15.6,1500
4,256,2.0,13.3,860
4,128,1.4,12.1,780
16,512,2.1,14.0,1190
4,512,2.2,14.0,915
12,1024,2.4,16.0,1580
4,2048,2.1,13.4,1955
32,128,1.9,12.5,1625
16,2048,2.4,13.4,2140
32,1024,1.9,12.1,2250
8,1024,1.6,11.6,1365
4,64,1.7,14.0,660
64,2048,3.0,13.4,3455
4,512,2.2,14.0,1015
4,256,1.6,14.0,870
12,128,1.4,10.1,735
12,1024,1.9,14.0,1715
8,1024,2.5,13.4,1405
12,256,1.7,14.0,940
4,512,2.3,14.0,1020
8,64,2.0,13.3,840
16,256,2.6,17.3,1200
8,64,2.0,13.3,800
16,128,2.2,10.1,895
16,64,2.2,11.6,855
8,64,2.2,14.0,880
32,64,1.9,17.3,1555
32,128,2.3,11.6,1390
4,256,1.7,10.1,695
4,2048,2.2,15.6,1780
8,2048,2.2,16.0,2410
16,256,2.1,17.3,1380
16,128,2.5,17.3,1125
16,64,2.0,16.0,1160
64,64,2.5,16.0,2090
32,512,2.4,17.3,2010
12,128,1.7,10.1,675
16,256,2.1,13.4,880
32,256,2.5,13.3,1615
8,512,2.0,17.3,1225
16,2048,2.8,15.6,2305
8,2048,2.4,17.3,2375
12,64,2.1,17.3,1060
8,512,2.1,13.3,1035
64,512,2.3,13.4,2290
32,256,2.4,13.3,1385
16,2048,2.4,12.1,2150
64,256,2.7,17.3,2485
8,128,2.2,13.4,875
4,1024,2.2,12.1,1495
4,2048,2.4,12.5,1765
64,2048,2.5,11.6,3475
4,2048,2.1,13.3,1760
32,256,2.5,14.0,1695
64,128,2.5,14.0,2090
12,1024,1.9,12.5,1635
64,128,2.1,11.6,2105
12,512,2.1,17.3,1420
12,1024,2.5,16.0,1795
16,64,1.7,14.0,960
